id_jogo,cod,rodada,temporada,data,horario,jogo,placar,odds_mandante,odds_empate,odds_visitante,site_apostas,time,pos_rodada,pos_adv_rodada,condicao,pts,vit,diff_gols,pr_vitoria,pr_empate,e_pontos,surpresa,cum_surpresa,cum_pts,cum_vit,cum_saldo,pts_4,trocou,m,di,tratado,periodo,original_index
90,201110ACGAVA1,10,2011,2011-07-16,18:30,Atlético-GO - Avaí,0-1,1.63,3.77,5.02,8,Atlético-GO,17,18,mandante,0,0,-1,0.569131900484466,0.246070291190897,1.95346599264429,-1.95346599264429,-3.40531496233344,8,2,-4,1,1,1.5,0,,,1567
92,201710VASACG2,10,2017,2017-06-25,14:00,Vasco - Atlético-GO,1-0,1.53,3.94,6.41,15,Atlético-GO,20,6,visitante,0,0,-1,0.146704014757525,0.238673282892319,0.678785327164895,-0.678785327164895,-3.36277471921103,6,2,-10,3,0,1.5,0.04254024312241,,,6089
151,201316CAMPOR1,16,2013,2013-08-25,16:00,Atlético-MG - Portuguesa,2-1,1.54,3.82,6.47,9,Atlético-MG,12,19,mandante,3,1,1,0.609323997830482,0.24564370593166,2.07361569942311,0.926384300576895,-3.44172066832926,19,5,-4,8,0,1.5,0.0495169652953198,,,3054
145,201715CAMBAH1,15,2017,2017-07-20,00:45,Atlético-MG - Bahia,0-2,1.71,3.59,5.03,15,Atlético-MG,11,12,mandante,0,0,-2,0.550574884367597,0.262251546592922,1.91397619969571,-1.91397619969571,-3.49123763362458,20,5,-1,4,1,1.5,0,,,6132
237,201024FLUCAM2,24,2010,2010-09-23,21:00,Fluminense - Atlético-MG,5-1,1.69,3.58,4.94,8,Atlético-MG,18,2,visitante,0,0,-4,0.188573743922204,0.260210696920583,0.825931928687196,-0.825931928687196,-11.261127612698,21,6,-16,3,1,1.7,0,,,821
262,201127CAMCEA1,27,2011,2011-10-02,16:00,Atlético-MG - Ceará,1-1,1.7,3.62,4.87,8,Atlético-MG,18,15,mandante,1,0,0,0.549846549229003,0.258215230300913,1.90775487798792,-0.907754877987923,-11.0016561971259,26,7,-12,2,0,1.7,0.259471415572099,,,1622
140,201115CAMFIG1,15,2011,2011-08-06,21:00,Atlético-MG - Figueirense,1-2,1.68,3.6,5.03,8,Atlético-MG,14,8,mandante,0,0,-1,0.555351096717209,0.259163845134698,1.92521713528632,-1.92521713528632,-6.48931115122989,15,4,-7,4,1,1.8,0,,,1610
311,201732SANCAM2,32,2017,2017-11-04,19:00,Santos - Atlético-MG,3-1,2.22,3.33,3.24,16,Atlético-MG,12,2,visitante,0,0,-2,0.291338582677165,0.283464566929134,1.15748031496063,-1.15748031496063,-6.35897664346011,42,11,-2,4,0,1.8,0.13033450776978,,,6149
265,201027CRUCAP2,27,2010,2010-10-02,18:30,Cruzeiro - Atlético-PR,0-0,1.71,3.54,4.81,8,Atlético-PR,5,3,visitante,1,0,0,0.193362912422259,0.262733222811036,0.842821960077813,0.157178039922187,9.07310574899308,42,12,-2,8,1,1.10,0,,,862
324,201633CAPCRU1,33,2016,2016-10-29,15:30,Atlético-PR - Cruzeiro,1-0,2.14,3.07,3.65,14,Atlético-PR,6,13,mandante,3,1,1,0.437949215009595,0.305280560299848,1.61912820532863,1.38087179467137,8.90509109949761,51,16,5,6,0,1.10,0.16801464949547,,,5428
142,200915GOICAP2,15,2009,2009-07-29,21:00,Goiás - Atlético-PR,3-0,1.62,3.73,5.66,5,Atlético-PR,18,4,visitante,0,0,-3,0.166354656476781,0.252430926450022,0.751494895880364,-0.751494895880364,-6.27212841469969,12,3,-15,1,1,1.2,0,,,52
328,201133CAPACG1,33,2011,2011-11-06,18:00,Atlético-PR - Atlético-GO,2-1,1.94,3.42,3.82,8,Atlético-PR,18,12,mandante,3,1,1,0.481903356694947,0.27336038362228,1.71907045370712,1.28092954629288,-6.28099465527393,34,8,-17,6,0,1.2,0.0088662405742399,,,1666
207,201021GUACAP2,21,2010,2010-09-12,18:30,Guarani - Atlético-PR,1-0,2.15,3.24,3.29,8,Atlético-PR,8,7,visitante,0,0,-1,0.282034568061184,0.286386953370771,1.13249065755432,-1.13249065755432,2.78283117523172,28,8,-6,7,0,1.4,0.0189371502731102,,,856
169,201417CAPBAH1,17,2014,2014-08-24,18:30,Atlético-PR - Bahia,0-0,1.87,3.38,4.26,12,Atlético-PR,9,18,mandante,1,0,0,0.501952199012745,0.277707281702318,1.78356387874055,-0.783563878740553,2.76389402495861,24,6,1,5,1,1.4,0,,,3854
241,200925CAPSPO1,25,2009,2009-09-19,18:30,Atlético-PR - Sport,1-0,1.75,3.46,4.39,6,Atlético-PR,14,19,mandante,3,1,1,0.52509601789338,0.265583246044339,1.84087129972448,1.15912870027552,0.864754496273672,31,9,-11,4,0,1.5,0.00733569771585607,,,62
273,201528CAPPON1,28,2015,2015-09-27,11:00,Atlético-PR - Ponte Preta,1-2,1.9,3.33,4.16,13,Atlético-PR,11,9,mandante,0,0,-1,0.493266580733376,0.281443394412437,1.76124313661257,-1.76124313661257,0.872090193989528,38,11,-2,0,1,1.5,0,,,4625
97,201610CHACAP2,10,2016,2016-06-23,15:00,Chapecoense - Atlético-PR,0-0,2.02,3.16,3.95,14,Atlético-PR,9,8,visitante,1,0,0,0.237786933490288,0.297233666862861,1.01059446733373,-0.0105944673337257,1.34016623720678,14,4,-3,7,0,1.7,0.04462462059365,,,5405
114,201712CHACAP2,12,2017,2017-07-09,14:00,Chapecoense - Atlético-PR,1-1,1.81,3.39,4.64,14,Atlético-PR,14,15,visitante,1,0,0,0.202746506563926,0.277505542907557,0.885745062599335,0.114254937400665,1.29554161661313,15,4,-4,7,1,1.7,0,,,6167
61,20107AVAFLU1,7,2010,2010-06-05,18:30,Avaí - Fluminense,0-3,2.42,3.25,2.75,8,Avaí,12,3,mandante,0,0,-3,0.381008206330598,0.283704572098476,1.42672919109027,-1.42672919109027,-1.60778816513664,8,2,-1,1,1,1.3,0,,,880
61,20177ACGAVA2,7,2017,2017-06-14,22:30,Atlético-GO - Avaí,3-1,1.92,3.28,4.22,15,Avaí,19,16,visitante,0,0,-2,0.222990198855589,0.286895926576398,0.955866523143165,-0.955866523143165,-1.65686016818852,5,1,-6,4,0,1.3,0.0490720030518801,,,6200
199,201120BAHAMG1,20,2011,2011-09-01,20:30,Bahia - América-MG,0-0,1.63,3.72,5.28,8,Bahia,16,20,mandante,1,0,0,0.572447801909558,0.250830622879726,1.9681740286084,-0.9681740286084,-1.03183061740132,21,4,-6,2,1,1.6,0,,,1729
254,201426FLUBAH2,26,2014,2014-10-04,16:20,Fluminense - Bahia,1-1,1.86,3.35,4.34,13,Bahia,14,7,visitante,1,0,0,0.21603611349957,0.2798796216681,0.92798796216681,0.0720120378331901,-1.10670201628283,30,7,-2,7,0,1.6,0.07487139888151,,,3901
100,201210FLUBAH2,10,2012,2012-07-19,21:00,Fluminense - Bahia,4-0,1.35,4.67,9.16,8,Bahia,19,3,visitante,0,0,-4,0.102599446358448,0.201244310202009,0.509042649277353,-0.509042649277353,-3.35399558273557,7,1,-9,1,1,1.7,0,,,2365
115,201712BAHFLU1,12,2017,2017-07-09,19:00,Bahia - Fluminense,1-1,2.13,3.41,3.34,15,Bahia,16,8,mandante,1,0,0,0.442016695838459,0.276098405318451,1.60214849283383,-0.602148492833829,-3.38079012602917,12,3,-1,2,0,1.7,0.0267945432936001,,,6243
168,200918BOTCAP1,18,2009,2009-08-08,18:30,Botafogo - Atlético-PR,0-1,1.64,3.67,5.24,7,Botafogo,15,13,mandante,0,0,-1,0.568232318456884,0.25392397881997,1.95862093419062,-1.95862093419062,-4.51093016011739,19,4,-5,4,1,1.2,0,,,168
151,201416FIGBOT2,16,2014,2014-08-20,19:30,Figueirense - Botafogo,1-0,2.42,3.22,2.92,12,Botafogo,16,14,visitante,0,0,-1,0.321187740095296,0.291263416483933,1.25482663676982,-1.25482663676982,-4.4899733405192,16,4,-1,4,0,1.2,0.0209568195981893,,,3929
