id_jogo,cod,rodada,temporada,data,horario,jogo,placar,odds_mandante,odds_empate,odds_visitante,site_apostas,time,pos_rodada,pos_adv_rodada,condicao,pts,vit,diff_gols,pr_vitoria,pr_empate,e_pontos,surpresa,cum_surpresa,cum_pts,cum_vit,cum_saldo,pts_4,trocou,m,di,tratado,periodo,original_index
151,201316CAMPOR1,16,2013,2013-08-25,16:00,Atlético-MG - Portuguesa,2-1,1.54,3.82,6.47,9,Atlético-MG,12,19,mandante,3,1,1,0.609323997830482,0.24564370593166,2.07361569942311,0.926384300576895,-3.44172066832926,19,5,-4,8,0,1.5,0.0495169652953198,,,3054
145,201715CAMBAH1,15,2017,2017-07-20,00:45,Atlético-MG - Bahia,0-2,1.71,3.59,5.03,15,Atlético-MG,11,12,mandante,0,0,-2,0.550574884367597,0.262251546592922,1.91397619969571,-1.91397619969571,-3.49123763362458,20,5,-1,4,1,1.5,0,,,6132
237,201024FLUCAM2,24,2010,2010-09-23,21:00,Fluminense - Atlético-MG,5-1,1.69,3.58,4.94,8,Atlético-MG,18,2,visitante,0,0,-4,0.188573743922204,0.260210696920583,0.825931928687196,-0.825931928687196,-11.261127612698,21,6,-16,3,1,1.7,0,,,821
262,201127CAMCEA1,27,2011,2011-10-02,16:00,Atlético-MG - Ceará,1-1,1.7,3.62,4.87,8,Atlético-MG,18,15,mandante,1,0,0,0.549846549229003,0.258215230300913,1.90775487798792,-0.907754877987923,-11.0016561971259,26,7,-12,2,0,1.7,0.259471415572099,,,1622
168,200918BOTCAP1,18,2009,2009-08-08,18:30,Botafogo - Atlético-PR,0-1,1.64,3.67,5.24,7,Botafogo,15,13,mandante,0,0,-1,0.568232318456884,0.25392397881997,1.95862093419062,-1.95862093419062,-4.51093016011739,19,4,-5,4,1,1.2,0,,,168
151,201416FIGBOT2,16,2014,2014-08-20,19:30,Figueirense - Botafogo,1-0,2.42,3.22,2.92,12,Botafogo,16,14,visitante,0,0,-1,0.321187740095296,0.291263416483933,1.25482663676982,-1.25482663676982,-4.4899733405192,16,4,-1,4,0,1.2,0.0209568195981893,,,3929
165,201117SANCTB2,17,2011,2011-08-17,21:50,Santos - Coritiba,2-3,1.97,3.43,3.72,8,Coritiba,9,17,visitante,3,1,1,0.251707015432984,0.272988366592041,1.02810941289099,1.97189058710901,-0.787532061652113,24,7,8,7,0,1.1,0.0511434274582589,,,1878
219,201323FLUCTB2,23,2013,2013-09-21,18:30,Fluminense - Coritiba,1-1,1.63,3.68,5.54,11,Coritiba,12,13,visitante,1,0,0,0.169370732836756,0.254976592368378,0.763088790878647,0.236911209121353,-0.736388634193854,31,7,0,3,1,1.1,0,,,3252
255,201126CRUVAS1,26,2011,2011-09-25,16:00,Cruzeiro - Vasco,0-3,2.22,3.35,3.1,8,Cruzeiro,16,1,mandante,0,0,-3,0.420377266839378,0.278578367875648,1.53971016839378,-1.53971016839378,-12.4191749479912,29,8,-2,1,1,1.1,0,,,1925
267,201627FLACRU2,27,2016,2016-09-25,16:00,Flamengo - Cruzeiro,2-1,1.83,3.56,4.18,14,Cruzeiro,17,2,visitante,0,0,-1,0.22430022379067,0.263363745911517,0.936264417283526,-0.936264417283526,-12.7695956982632,30,8,-7,1,0,1.1,0.350420750272001,,,5612
